permit_number,treatment_year,treatment_id,target_species,chemical,chem_unit,start_date,end_date,treatment_size,avg_depth,avg_vol_rate,avg_areal_rate,amount_total,water_temp_low,water_temp_high,wind_speed_low,wind_speed_high,air_temp_low,air_temp_high,avg_speed,wind_dir,active_ing
2020-3342,2022,P_482,CLP,Tribune,gal,2022-05-23,2022-05-23,15,5.1,0.42,2.13,32,63,66,2,2,60,60,2,S,Diquat Dibromide
2020-3343,2021,P_483,CLP,Dibrox,gal,2021-05-06,2021-05-06,4.59,5.2,0.38,2,9.18,59.1,60.2,7,10,59,59,8.5,NW,Diquat Dibromide
2020-3343,2024,P_484,CLP,Diquat Herbicide,gal,2024-04-29,2024-04-29,5,4.1,0.36,1.5,7.5,48,48,6,7,49,49,6.5,E,Diquat Dibromide
2021-0006,2022,P_485,CLP,Galleon SC,gal,2022-05-24,2022-05-24,164,6.3,0.04,0.26,42,59,59,0,5,60,60,2.5,SE,Penoxsulam
2021-0081,2022,P_486,CLP,Aquathol K,gal,2022-05-17,2022-05-17,10.64,3.1,0.67,2.11,22.5,NA,NA,5,5,NA,NA,5,NE,Endothall
2021-0100,2021,P_487,CLP,Aquathol K,gal,2021-04-28,2021-04-28,9.6,6.8,0.64,4.33,41.6,NA,NA,4,4,NA,NA,4,NW,Endothall
2021-0100,2021,P_488,CLP,Tribune,gal,2021-05-02,2021-05-02,6,6.8,0.25,1.7,10.2,NA,NA,0,0,NA,NA,NA,NA,Diquat Dibromide
2021-0311,2021,P_489,CLP,Aquathol K,gal,2021-05-05,2021-05-05,8.4,5,0.57,2.86,24,55.7,55.7,3,3,NA,NA,3,N,Endothall
2021-0311,2021,P_490,CLP,Aquathol K,gal,2023-05-16,2023-05-16,3.762,6.1,0.61,3.72,14,65,65,8,8,NA,NA,8,NW,Endothall
2021-0312,2021,P_491,CLP,Aquathol K,gal,2021-05-05,2021-05-05,13,5,0.83,4.15,54,56,56,2,2,51,51,2,N,Endothall
2021-0312,2022,P_492,CLP,Aquathol K,gal,2022-05-23,2022-05-23,8,5,0.42,2.12,17,65,65,9,9,60,60,9,N,Endothall
2021-0371,2021,P_493,EWM,Captain,gal,2021-07-22,2021-07-22,1.72,NA,NA,2.91,5,NA,NA,6,6,NA,NA,6,SE,Copper Complex
2021-0388,2021,P_494,CLP,Aquathol K,gal,2021-05-11,2021-05-11,3.5,6.2,0.95,5.89,20.6,51,51,1,1,45,45,1,N,Endothall
2021-0389,2022,P_495,EWM,ProcellaCOR EC,PDU,2022-07-29,2022-07-29,41.2,NA,NA,27.84,1147,75,75,4,4,65,65,4,NW,Florpyrauxifen-benzyl
2021-0413,2022,P_496,CLP,Tribune,gal,2022-06-01,2022-06-01,65.26,5,0.4,2,130.52,66,68,0,2,55,55,2,W,Diquat Dibromide
2021-0413,2023,P_497,CLP,Tribune,gal,2023-05-31,2023-05-31,30.23,5.5,0.31,1.7,51.36,70.7,70.7,6,10,77,77,8,S,Diquat Dibromide
2021-0413,2025,P_498,CLP,FlumigardSC,gal,2025-05-30,2025-05-30,29.06,5.5,0.09,0.5,14.53,63.8,63.8,8,8,65,65,8,NW,Flumioxazin
2021-0430,2021,P_499,CLP,Tribune,gal,2021-05-14,2021-05-14,1.28,13,0.15,2,2.56,63,63,NA,NA,64,64,NA,NA,Diquat Dibromide
2021-0437,2021,P_500,CLP,Diquat SPC 2 L,gal,2021-05-19,2021-05-19,115,7.4,0.5,3.7,425.5,59,59,7,7,72,72,7,S,Diquat Dibromide
2021-0451,2021,P_501,CLP,Aquathol K,gal,2021-05-28,2021-05-28,33.56,8.5,1.28,10.91,366.21,62,62,3,7,41,49,4.2,E,Endothall
2021-0465,2021,P_504,CLP,Tribune,gal,2021-05-12,2021-05-12,12.3,17,0.12,2,24.6,60,60,0,3,63,63,NA,NA,Diquat Dibromide
2021-0466,2021,P_505,CLP,Aquathol K,gal,2021-05-13,2021-05-13,2,6,1.28,7.7,15.4,65,65,0,5,64,64,2.5,SW,Endothall
2021-0466,2021,P_506,CLP,Tribune,gal,2021-05-13,2021-05-13,5.8,6,0.33,2,11.6,65,65,0,5,64,64,2.5,SW,Diquat Dibromide
2021-0466,2022,P_507,CLP,Aquathol K,gal,2022-05-23,2022-05-23,16.4,7.6,1.11,8.41,138,60.7,60.7,0,5,56,56,2.5,SW,Endothall
2021-0483,2021,P_508,CLP,Aquathol K,gal,2021-04-28,2021-04-28,8,8.5,1.28,10.85,86.8,NA,NA,2,2,NA,NA,2,NW,Endothall
2021-0483,2022,P_509,CLP,Aquathol K,gal,2022-05-11,2022-05-11,10,7.7,1.13,8.68,86.77,NA,NA,6,6,NA,NA,6,NE,Endothall
2021-0484,2021,P_510,EWM,"2,4-D Amine",gal,2021-06-22,2021-06-22,56.8,5.5,1.4,7.73,439.32,NA,NA,3,3,NA,NA,3,S,NA
2021-1320,2021,P_511,EWM,"2,4-D Amine",gal,2021-07-05,2021-07-05,27.8,3.1,1.4,4.39,122.08,NA,NA,3,3,NA,NA,3,W,NA
2021-1772,2021,P_512,CLP,Tribune,gal,2021-05-24,2021-05-24,18.26,5,0.4,2,36.52,70,70,5,5,68,68,5,S,Diquat Dibromide
2021-1772,2025,P_513,CLP,Tribune,gal,2025-05-13,2025-05-13,27,4,0.5,2,54,62,62,0,5,61,61,2.5,SE,Diquat Dibromide
2021-2453,2023,P_514,EWM,ProcellaCOR EC,oz,2023-10-10,2023-10-10,1.8,15.2,9.36,142.22,256,58,58,0,5,50,50,2.5,NW,Florpyrauxifen-benzyl
2021-2453,2025,P_515,EWM,ProcellaCOR EC,oz,2025-09-17,2025-09-17,1.17,5.8,17.29,100.26,117.3,71,71,4,4,65,65,4,N,Florpyrauxifen-benzyl
2021-3343,2022,P_516,EWM,ProcellaCOR,oz,2022-08-19,2022-08-19,5.05,4,12.52,50.1,253,74,74,2,2,73,73,2,SW,Florpyrauxifen-benzyl
2021-3343,2022,P_517,EWM,ProcellaCOR EC,oz,2022-06-17,2022-06-17,14.05,4,12.86,51.44,722.76,70,70,0,5,75,75,NA,NA,Florpyrauxifen-benzyl
2022-0173,2022,P_518,EWM,Weedar 64,gal,2022-06-22,2022-06-22,12.94,5,1.42,7.1,91.81,NA,NA,5,5,67,67,5,NW,"2,4-D"
2022-0173,2024,P_519,EWM,Weedar 64,gal,2024-06-03,2024-06-03,20.1,6.7,1.37,9.15,184,NA,NA,5,5,NA,NA,5,N,"2,4-D"
2022-0175,2022,P_520,CLP,Weedar 64,gal,2022-06-22,2022-06-22,11.95,5,1.42,7.1,84.84,NA,NA,6,6,82,82,6,NW,"2,4-D"
2022-0175,2024,P_521,EWM,Weedar 64,gal,2024-06-24,2024-06-24,88.8,4.9,1.37,6.71,596,NA,NA,5,5,75,75,5,S,"2,4-D"
2022-0176,2022,P_522,CLP,Aquathol K,gal,2022-05-18,2022-05-18,17.2,5,1,5,86,NA,NA,3,3,64,64,3,SE,Endothall
2022-0176,2022,P_523,CLP,FlumigardSC,gal,2023-05-16,2023-05-16,29.200000000000003,5,0.2,1,29.2,NA,NA,4,5,70,74,4.5,SW,Flumioxazin
2022-0180,2022,P_524,CLP,Aquathol K,gal,2022-05-24,2022-05-24,22.5,10,0.45,4.5,101.25,57,60,9,14,NA,NA,11.3,ESE,Endothall
2022-0242,2022,P_525,CLP,Galleon SC,quarts,2022-06-10,2022-06-10,25,6.5,0.11,0.72,18,61,63,8,11,NA,NA,9.5,W,Penoxsulam
2022-0248,2022,P_526,EWM,Sonar A.S.,gal,2022-06-14,2022-06-14,648,9,0,0.02,16.2,74,74,0,0,80,80,0,N,Fluridone
2022-0248,2022,P_527,EWM,Sonar A.S.,gal,2022-07-18,2022-07-18,648,9,0,0.03,17,85,85,6,6,78,78,6,N,Fluridone
2022-0272,2022,P_528,CLP,Diquat Herbicide,gal,2022-05-23,2022-05-23,11,4,0.5,2,22,NA,NA,4,4,61,61,4,SW,Diquat Dibromide
2022-0315,2022,P_529,CLP,Aquathol K,gal,2022-06-01,2022-06-01,16,17,0.59,10,160,NA,NA,1,4,55,55,2.5,SSW,Endothall
2022-0318,2022,P_530,CLP,Sonar A.S.,gal,2022-10-05,2022-10-05,70.94,4,0,0.01,1,65,65,3,3,74,74,3,SW,Fluridone
2022-0318,2022,P_531,CLP,Sonar A.S.,gal,2022-11-02,2022-11-02,70.94,7,0,0.01,0.45,43,43,3,3,59,59,3,SSE,Fluridone
2022-0318,2022,P_532,CLP,Sonar A.S.,gal,2023-04-25,2023-04-25,70.94,1.8,0,0,0.25,45,45,6,10,43,43,8,NE,Fluridone
2022-0321,2022,P_533,CLP,Tribune,gal,2023-05-11,2023-05-11,6.89,5.5,0.28,1.54,10.64,63,63,0,5,70,70,2.5,SW,Diquat Dibromide
2022-0322,2022,P_534,CLP,Sonar A.S.,gal,2022-10-05,2022-10-05,27.18,4,0,0.02,0.41,65,65,0,5,75,75,NA,NA,Fluridone
2022-0322,2022,P_535,CLP,Sonar A.S.,gal,2022-11-02,2022-11-02,27.18,7,0,0.01,0.29,43,43,7,7,68,68,7,SSE,Fluridone
2022-0322,2022,P_536,CLP,Sonar A.S.,gal,2023-04-25,2023-04-25,27,4.6,0,0.01,0.21,45,45,6,10,40,40,8,NE,Fluridone
2022-0338,2022,P_537,CLP,Tribune,,2022-06-15,2022-06-15,6.4,7.5,NA,NA,0,58,58,6,6,60,60,6,N,Diquat Dibromide
2022-0338,2025,P_538,CLP,Diquat Herbicide,,2025-05-25,2025-05-25,5.6,8.9,NA,NA,0,64,64,8,8,60,60,8,ESE,Diquat Dibromide
2022-0347,2022,P_539,CLP,Tribune,gal,2022-06-01,2022-06-01,30.13,4,0.5,2,60.26,65,65,2,2,61,61,2,SE,Diquat Dibromide
2022-0350,2022,P_540,EWM,Tribune,gal,2022-06-01,2022-06-01,52.3,4,0.5,2,104.6,65.8,65.8,3,3,64,64,3,E,Diquat Dibromide
2022-0385,2022,P_541,CLP,Sonar A.S.,gal,2022-05-11,2022-05-11,155,5,0,0.02,3.2,55,55,9,9,72,72,9,W,Fluridone
2022-0385,2022,P_542,CLP,Sonar A.S.,gal,2022-06-10,2022-06-10,40,5,0.01,0.04,1.5,60,60,0,0,60,60,NA,NA,Fluridone
2022-0400,2022,P_543,CLP,Diquat Herbicide,gal,2022-05-17,2022-05-17,36.51,2,1,2,72.88,NA,NA,5,6,67,67,5.5,E,Diquat Dibromide
2022-0400,2022,P_544,CLP,Tribune,gal,2023-05-16,2023-05-16,32.78,5,0.4,2,65.56,NA,NA,3,4,75,77,3.5,SW,Diquat Dibromide
2022-1398,2022,P_545,EWM,"2,4-D Amine",gal,2022-07-25,2022-07-25,10.97,5,2.85,14.24,156.19,77,77,2,2,67,70,2,SSW,NA
2022-1398,2022,P_546,EWM,ProcellaCOR,gal,2023-06-22,2023-06-22,11.64,5,2.84,14.2,165.29,73,74,2,2,80,80,2,SE,Florpyrauxifen-benzyl
2022-1832,2023,P_547,CLP,Semera,lbs,2023-05-26,2023-05-26,6.67,6.4,0.77,4.95,33,67.9,67.9,12,12,63,63,12,SW,Flumioxazin
2022-1832,2025,P_548,CLP,FlumigardSC,gal,2025-05-08,2025-05-08,17.3,6.4,0.08,0.54,9.34,63.8,63.8,9,9,57,57,9,E,Flumioxazin
2022-1986,2024,P_549,CLP,Sonar A.S.,gal,2024-03-21,2024-03-21,374.9,9.9,0,0.03,10,NA,NA,4,4,31,31,4,NE,Fluridone
2022-1986,2024,P_550,CLP,Sonar A.S.,gal,2024-04-29,2024-04-29,374.9,9.9,0,0.01,3.4,NA,NA,10,10,47,47,10,SW,Fluridone
2022-1986,2024,P_551,CLP,Sonar A.S.,gal,2024-06-24,2024-06-24,374.9,9.9,0,0.01,3.1,NA,NA,8,8,75,75,8,SE,Fluridone
2022-1986,2024,P_552,CLP,Sonar A.S.,gal,2024-08-14,2024-08-14,374.9,9.9,0,0.01,2.56,NA,NA,6,6,72,72,6,SE,Fluridone
2022-1986,2025,P_553,EWM,Triclopyr 3,gal,2025-08-11,2025-08-11,8.95,3,1.39,4.18,37.4,NA,NA,6,6,80,80,6,SW,Triclopyr
2022-2614,2023,P_554,EWM,ProcellaCOR EC,oz,2023-10-11,2023-10-11,0.5,5.5,13.96,76.8,38.4,58,58,0,5,50,50,2.5,NW,Florpyrauxifen-benzyl
2022-2615,2023,P_555,EWM,ProcellaCOR EC,oz,2023-10-10,2023-10-10,1.5,15,10.81,162.13,243.2,58,58,0,5,50,50,2.5,NW,Florpyrauxifen-benzyl
2023-0167,2024,P_556,CLP,Aquathol K,gal,2024-05-09,2024-05-09,32.2,6,0.8,4.78,154,60,60,8.2,8.2,70,70,8.2,N,Endothall
2023-0301,2024,P_557,CLP,Semera,oz,2024-05-08,2024-05-08,39.8,11.1,11.61,128.36,5108.61,53,55,3,7,55,60,5,N,Flumioxazin
2023-0301,2025,P_558,CLP,Flumigard,oz,2025-05-22,2025-05-22,32.3,10.4,17,177.21,5723.9,55,55,0,0,60,70,0,N,Flumioxazin
2023-0381,2023,P_559,EWM,ProcellaCOR EC,quarts,2023-07-27,2023-07-27,1.9,3,0.29,0.87,1.65,80.62,80.62,2,2,88,88,2,NE,Florpyrauxifen-benzyl
2023-0468,2023,P_560,CLP,Aquathol K,gal,2023-05-09,2023-05-09,74.4,7,0.45,3.15,234.36,NA,NA,10,10,NA,NA,10,SE,Endothall
2023-1190,2023,P_561,EWM,ProcellaCOR EC,oz,2023-07-24,2023-07-24,0.5,3,15.73,47.2,23.6,82.79,82.79,3,3,89,89,3,NE,Florpyrauxifen-benzyl
2023-1190,2025,P_562,EWM,ProcellaCOR EC,oz,2025-07-10,2025-07-10,0.5,3,6.67,20,10,77.64,77.64,3,3,79,79,3,S,Florpyrauxifen-benzyl
2023-1638,2022,P_563,CLP,Diquat,,2023-06-06,2023-06-06,3.8,5,NA,NA,0,83,83,7,7,83,83,7,NE,NA
2023-2342,2024,P_564,SSW,Komeen Descend,gal,2024-08-07,2024-08-07,0.51,8,3.31,26.47,13.5,76,76,0,5,70,70,2.5,S,Copper Complex
2023-2342,2024,P_565,SSW,Komeen Descend,gal,2024-10-01,2024-10-01,0.51,8,3.31,26.47,13.5,66,66,0,5,53,53,2.5,W,Copper Complex
2023-2655,2024,P_566,SSW,Hydrothol 191,gal,2024-08-06,2024-08-06,0.5,6,0.33,2,1,72,72,0,5,70,70,2.5,SE,NA
2023-2655,2024,P_567,SSW,Komeen Descend,gal,2024-10-02,2024-10-02,0.25,6,3.33,20,5,63,63,0,5,60,60,2.5,SSW,Copper Complex
2023-2655,2024,P_568,SSW,Komeen Descend,gal,2025-06-20,2025-06-20,0.5,6,3.33,20,10,70,70,3,3,70,70,3,SE,Copper Complex
2023-2720,2024,P_569,SSW,Mizzen,gal,2024-07-26,2024-07-26,4.4,5,3.4,17,74.8,77,77,5,5,70,70,5,SE,NA
2023-2720,2024,P_570,SSW,Mizzen,gal,2024-08-09,2024-08-09,4.4,5,3.4,17,74.8,68,68,7,7,65,65,7,NW,NA
2023-2720,2024,P_571,SSW,Mizzen,gal,2024-08-30,2024-08-30,4.4,5,3.4,17,74.8,75,75,6,6,62,62,6,W,NA
2023-2720,2024,P_572,SSW,Mizzen,gal,2024-10-10,2024-10-10,4.4,5,3.4,17,74.8,59,59,3,3,65,65,3,N,NA
2024-0112,2025,P_573,CLP,FlumigardSC,oz,2025-04-29,2025-04-29,15.600000000000001,5.8,13.89,80.49,1255.68,57,57,2,6,65,65,3.3,NW,Flumioxazin
2024-0113,2025,P_574,CLP,FlumigardSC,oz,2025-04-29,2025-04-29,28.3,6.9,13.2,90.81,2570.04,55,55,6,8,65,65,7,NW,Flumioxazin
2024-0169,2025,P_575,CLP,Galleon SC,gal,2025-04-30,2025-04-30,4.2,4.5,0.01,0.06,0.23,56,56,6,10,67,67,8,S,Penoxsulam
2025-0025,2025,P_576,CLP,FlumigardSC,gal,2025-05-07,2025-05-07,6.85,8.7,0.14,1.2,8.2,56,56,8,8,61,61,8,NE,Flumioxazin
2025-0088,2025,P_577,CLP,FlumigardSC,gal,2025-05-22,2025-05-22,8.4,5,0.14,0.68,5.7,57,57,3,3,62,62,3,W,Flumioxazin
2025-0951,2025,P_578,SSW,Komeen Descend,gal,2025-06-09,2025-06-09,3,10,3.33,33.33,100,68,68,7,7,55,55,7,NW,Copper Complex
2025-1273,2025,P_579,CLP,Tribune,gal,2025-05-09,2025-05-09,5.09,9.9,0.2,2,10.18,64,64,7,7,67,67,7,S,Diquat Dibromide
2025-1371,2025,P_580,CLP,Aquathol K,gal,2025-05-02,2025-05-02,36.2,5.1,0.45,2.31,83.65,NA,NA,7,10,NA,NA,9.2,N,Endothall
2025-2868,2025,P_581,FR,Tribune,gal,2025-08-26,2025-08-26,2,3,0.5,1.5,3,73,73,0,5,61,61,2.5,SW,Diquat Dibromide
