"","X","Lake.ID","Year","Lake","Latitude.x","Trt","YrsTrt","PrevAUGSecchi","IceIn","IceOut","IceCover","Snow","APRMAYPcri","APRMAY3.7","APRMAYDIFF","APRMAYRelDens","APRMAYRelDensall","County","Latitude.y","Longitude","Ecoregion","Lake.area..ha.","Littoral.area..ha.","Proportion.littoral","Max.depth..m.","Lake.y","Acres_Chem","Acres_Harvested","litt.ac","perc.lit.chem","Snow.sc","PrevAUGSecchi.sc","IceCover.sc","lake_year","nsamp","nocc_pcri","rd_pcri","datasource","foc_clp","cytrt","yutrt","Trte","perc.cheme"
"55",55,27003500,2014,"twin",44.992,"0",0,NA,"27-Nov","20-Apr",145,25.2,NA,NA,NA,NA,NA,"Hennepin",44.992,-93.336,"NCHF",27,14,0.52,"8.5",NA,0,NA,34.5947,0,1.30167268331286,NA,0.792616039216539,"twin2014",NA,NA,NA,NA,NA,0,0,"0",0
"213",213,73015100,2006,"vails",45.339,"0",0,NA,"29-Nov","7-Apr",130,3.7,0.77,0.95,-0.18,2.39,1.83,"Stearns",45.339,-94.534,"NCHF",65,51,0.78,"6.1",NA,0,NA,126.02355,0,-1.11714835635475,NA,-0.258122638838807,"vails2006",144,113,2.37606837606838,"johnson",0.784722222222222,0,0,"0",0
"214",214,73015100,2007,"vails",45.339,"0",0,NA,"1-Dec","28-Mar",118,3.1,0.45,0.6,-0.15,3.27,1.45,"Stearns",45.339,-94.534,"NCHF",65,51,0.78,"6.1",NA,0,NA,126.02355,0,-1.1846503388571,NA,-1.09871358128308,"vails2007",177,79,3.24050632911392,"johnson",0.446327683615819,0,0,"0",0
"215",215,73015100,2008,"vails",45.339,"0",0,NA,"1-Dec","23-Apr",145,14.1,0.46,0.62,-0.16,1.34,0.61,"Stearns",45.339,-94.534,"NCHF",65,51,0.78,"6.1",NA,0,NA,126.02355,0,0.0528860070193495,NA,0.792616039216539,"vails2008",147,67,1.35820895522388,"johnson",0.45578231292517,0,0,"0",0
"216",216,73015100,2009,"vails",45.339,"0",0,0.5,"1-Dec","17-Apr",138,15.7,0.38,0.53,-0.15,1.9,0.72,"Stearns",45.339,-94.534,"NCHF",65,51,0.78,"6.1",NA,0,NA,126.02355,0,0.232891293692288,-0.716237669791536,0.302271322790711,"vails2009",179,68,1.89705882352941,"newman",0.379888268156425,0,0,"0",0
"89",89,27011700,2006,"weaver",45.109,"1",1,2.7,"13-Dec","7-Apr",116,5.2,0.72,0.71,0.01,1.15,0.83,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4","Weaver ",157,NA,76.60255,2.04954012627517,-0.948393400098869,1.48998347365393,-1.23881207169046,"weaver2006",104,75,1.14102564102564,"johnson",0.721153846153846,0,0,"0",0
"90",90,27011700,2007,"weaver",45.109,"1",2,2.2,"1-Dec","28-Mar",118,6,0.49,0.5,-0.01,1.08,0.52,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4","Weaver ",157,NA,76.60255,2.04954012627517,-0.8583907567624,0.988569577416321,-1.09871358128308,"weaver2007",107,52,1.07017543859649,"johnson",0.485981308411215,0,0,"1",2.04954012627517
"91",91,27011700,2008,"weaver",45.109,"1",3,2.2,"29-Nov","20-Apr",144,10.2,0.33,0.34,-0.01,1.06,0.35,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4","Weaver ",75,NA,76.60255,0.979079678156928,-0.385876879245937,0.988569577416321,0.722566794012849,"weaver2008",106,35,1.05555555555556,"johnson",0.330188679245283,1,0,"1",2.04954012627517
"92",92,27011700,2009,"weaver",45.109,"1",4,1.7,"24-Nov","4-Apr",132,6.7,0.14,0.14,0,1.2,0.16,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4","Weaver ",75,NA,76.60255,0.979079678156928,-0.779638443842989,0.487155681178716,-0.118024148431427,"weaver2009",107,15,1.2,"newman",0.14018691588785,2,0,"1",0.979079678156928
"93",93,27011700,2010,"weaver",45.109,"1",5,2.7,"7-Dec","31-Mar",115,22.7,0.09,0.1,-0.01,1,0.09,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4","Weaver ",9.4,NA,76.60255,0.122711319662335,1.02041442288639,1.48998347365393,-1.30886131689415,"weaver2010",NA,NA,NA,NA,NA,3,0,"1",0.979079678156928
"94",94,27011700,2011,"weaver",45.109,"0",0,2.4,"25-Nov","10-Apr",137,27.4,NA,NA,NA,NA,NA,"Hennepin",45.109,-93.501,"NCHF",62,31,0.5,"17.4",NA,0,NA,76.60255,0,1.54917995248815,1.18913513591136,0.232222077587021,"weaver2011",NA,NA,NA,NA,NA,4,0,"1",0.122711319662335
